,Ijcnn1_Comp,Ijcnn1_Comm,Webspam_Comp,Webspam_Comm,Epsilon_Comp,Epsilon_Comm
1,0.6824739511,1.6149104472,2.8622736539,3.0052345739,3.7799975546,3.8099955313
2,0.5777722075,1.3297919455,2.6550328557,2.3304630412,3.693031109,3.2787734308
4,0.527489665,1.0521815088,2.6297289284,2.0712947988,3.6715694703,3.0357946148
8,0.5079720774,0.7867149619,2.620048808,1.8377345465,3.6653855076,2.8454457882
