5.420432009598081802e-01,2.426559768046387955e-01
3.602674554255828610e-01,7.313383402726125748e-02
3.123706156102111775e-01,3.264449169457220995e-02
3.087220050878715649e-01,1.954479412421962145e-02
3.076384872358861600e-01,2.857722456841961176e-02
3.041954844364471722e-01,1.785398832766778299e-02
3.090920788508957906e-01,1.317499514963670938e-02
3.122500971139112735e-01,9.447468886222745027e-03
3.059273425981465788e-01,6.561374242484845597e-03
3.036645330267278564e-01,4.097764897953732471e-03
3.025138738252343695e-01,3.777989765446914446e-03
3.013206272078918779e-01,2.562388084849695057e-03
3.015399222155579761e-01,2.560412366193430371e-03
