3.336344003999999419e+00,3.897698032999995377e+01
2.743574067999994703e+00,2.017544589999998550e+01
2.776160090000004743e+00,1.057234253000000734e+01
2.363422470999998470e+00,6.037284283000013296e+00
2.363502789000002657e+00,3.696954730999989724e+00
2.251771669000010245e+00,2.527475871000006258e+00
2.308646380000003884e+00,1.738822662999998103e+00
2.192028860000001078e+00,1.564164885299999863e+00
2.192611892000001728e+00,1.236442507899995880e+00
2.230768947000004943e+00,1.105129266000004495e+00
2.182624129999999774e+00,7.852432157199982221e-01
