3.776098132000000884e+00,3.155427168999995402e+01
2.732648232400010091e+00,6.972234028919999993e+00
2.659351575000005852e+00,4.697787264564998289e+00
2.563231736500005908e+00,2.338595462169999362e+00
2.578320433000000023e+00,2.369398598999990835e+00
2.516500458999991974e+00,1.965883137000001168e+00
2.570778448999998744e+00,1.426359275999999676e+00
2.487318554000002013e+00,5.305640268000011428e-01
2.473313816999999304e+00,4.310530486000010431e-01
2.502574512499995407e+00,3.215166338000004509e-01
2.513692028000002132e+00,2.043014922600000505e-01
2.489814019999997186e+00,1.784618688799994024e-01
2.502009511000004682e+00,2.951459209000030504e-02
